locus_tag,n_barcodes,n_barcodes_central,scaffold,begin,end,gene_strand,desc,insertion_index,insertion_probability,tn_interval,essentiality,uniprot,protein,protein_name,gene_name,length
H16_B1713,17,12,NC_008314.1,1947584,1948927,-,gene,1.5675823960496922,0.9902170429119314,286,non-essential,Q0K0H6,Q0K0H6_CUPNH,MFS transporter,H16_B1713,447
H16_B1716,5,5,NC_008314.1,1952286,1953068,-,gene,1.0692076743450034,0.8253295844125798,299.2,non-essential,Q0K0H3,Q0K0H3_CUPNH,2-Keto-4-pentenoatehydratase/2-oxohepta-3-ene-1-dioic acid hydratase (Catechol pathway),H16_B1716,260
H16_B1717,11,11,NC_008314.1,1953206,1954438,-,gene,1.503126503126503,0.9843710331351014,295.72727272727275,non-essential,Q0K0H2,Q0K0H2_CUPNH,Formyl-CoA:oxalate CoA-transferase (FCOCT) (EC 2.8.3.16) (Formyl-coenzyme A transferase) (Formyl-CoA transferase),frc H16_B1717,410
H16_B1718,14,9,NC_008314.1,1954797,1955516,-,gene,2.139730228014855,0.9976782716125576,292.5,non-essential,Q0K0H1,Q0K0H1_CUPNH,"Transcriptional regulator, GntR-family",H16_B1718,239
H16_B1720,11,11,NC_008314.1,1956977,1957729,+,gene,2.5220102714600148,0.9997419010484944,290.6363636363636,non-essential,Q0K0G9,Q0K0G9_CUPNH,Membrane protein possibly involved in tellurium resistance,H16_B1720,250
H16_B1721,34,31,NC_008314.1,1957863,1959476,+,gene,3.257431672743703,0.9999999999859357,294.7647058823529,non-essential,Q0K0G8,Q0K0G8_CUPNH,Periplasmic glucan biosynthesis protein,H16_B1721,537
H16_B1722,15,10,NC_008314.1,1959594,1960286,+,gene,2.392527657619722,0.9993519937262912,301.6666666666667,non-essential,Q0K0G7,Q0K0G7_CUPNH,Transcriptional regulator,H16_B1722,230
H16_B1723,17,11,NC_008314.1,1960311,1961186,-,gene,2.047463936714751,0.9984844941432517,306.8235294117647,non-essential,Q0K0G6,Q0K0G6_CUPNH,Transmembrane protein,H16_B1723,300
H16_B1724,2,1,NC_008314.1,1961403,1961588,-,gene,0.887589487675769,0.7725955593627682,304.5,non-essential,Q0K0G5,Q0K0G5_CUPNH,Uncharacterized protein,H16_B1724,61
H16_B1727,7,7,NC_008314.1,1963319,1963837,+,gene,2.2008979663702792,0.9954908457608901,306.85714285714283,non-essential,Q0K0G4,Q0K0G4_CUPNH,DNA-directed RNA polymerase sigma subunit PrtI (ECF sigma factor) (EC 2.7.7.6),prtI H16_B1727,172
H16_B1728,9,7,NC_008314.1,1963834,1964592,+,gene,1.5040437289971038,0.9646099526336744,307.3333333333333,non-essential,Q0K0G3,Q0K0G3_CUPNH,Transmembrane activator of PrtI,prtR H16_B1728,252
H16_B1729,6,6,NC_008314.1,1964696,1965562,+,gene,1.1528162476118866,0.8722423640810213,301,non-essential,Q0K0G2,Q0K0G2_CUPNH,Putative extracytoplasmic hydrolase,H16_B1729,288
H16_B1732,3,3,NC_008314.1,1967505,1968266,+,gene,0.6399645033022168,0.4827743693599711,308,non-essential,Q0K0G0,Q0K0G0_CUPNH,Short chain dehydrogenase (EC 1.-.-.-),H16_B1732,253
H16_B1733,4,3,NC_008314.1,1968310,1969236,-,gene,0.5285072499814119,0.33473271273943794,306.5,non-essential,Q0K0F9,Q0K0F9_CUPNH,"Transcriptional regulator, AraC-family",H16_B1733,308
H16_B1734,6,6,NC_008314.1,1969285,1970313,-,gene,0.9521356293439441,0.7585177837938486,306.5,non-essential,Q0K0F8,Q0K0F8_CUPNH,"NADPH:quinone reductase Zn-dependent oxidoreductase",H16_B1734,342
H16_B1736,14,11,NC_008314.1,1971798,1973402,-,gene,1.081680656403156,0.8828156137433769,316.42857142857144,non-essential,NA,NA,NA,NA,NA
H16_B1737,7,5,NC_008314.1,1973664,1974632,-,gene,0.8304323563019851,0.6483300097803258,311,non-essential,Q0K0F5,Q0K0F5_CUPNH,"Transcriptional regulator, LysR-family",H16_B1737,322
H16_B1739,4,2,NC_008314.1,1975547,1975792,-,gene,1.3295220368277607,0.8790809584930546,307,non-essential,NA,NA,NA,NA,NA
H16_B1740,8,4,NC_008314.1,1975795,1976988,-,gene,0.5434198827699752,0.29638301560458064,308.875,non-essential,Q0K0F2,Q0K0F2_CUPNH,Predicted acyl-CoA transferase/carnitine dehydratase (EC 5.1.99.-),H16_B1740,397
H16_B1743,3,2,NC_008314.1,1978817,1980013,-,gene,0.2637603789709125,0.057422549272592,316.6666666666667,non-essential,Q0K0E9,Q0K0E9_CUPNH,Cytochrome P450,H16_B1743,398
H16_B1744,5,4,NC_008314.1,1980034,1981185,-,gene,0.5498795763727743,0.3075490956437125,316.2,non-essential,Q0K0E8,Q0K0E8_CUPNH,Benzoyl-CoA oxygenase component A (EC 1.14.13.208),H16_B1744,383
H16_B1747,5,4,NC_008314.1,1984878,1985714,+,gene,0.7523095904426589,0.5764878778909626,318.6,non-essential,Q0K0E5,Q0K0E5_CUPNH,Uncharacterized protein,H16_B1747,278
H16_B1748,7,6,NC_008314.1,1985788,1987041,+,gene,0.7458734551096061,0.5360241669287851,320.7142857142857,non-essential,Q0K0E4,Q0K0E4_CUPNH,Predicted acyl-CoA transferase/carnitine dehydratase (EC 5.1.99.-),H16_B1748,417
H16_B1749,8,6,NC_008314.1,1987038,1988174,+,gene,0.8343923100155057,0.6477892607520543,316.5,non-essential,Q0K0E3,Q0K0E3_CUPNH,Predicted acyl-CoA transferase/carnitine dehydratase (EC 5.1.99.-),H16_B1749,378
H16_B1752,22,20,NC_008314.1,1990669,1991622,+,gene,3.3578260147124572,0.9999999763513837,312.1363636363636,non-essential,Q0K0E0,Q0K0E0_CUPNH,Probable extra-cytoplasmic solute receptor,H16_B1752,317
H16_B1753,16,14,NC_008314.1,1991769,1992944,-,gene,1.853020596482431,0.9986488127095356,321.625,non-essential,Q0K0D9,Q0K0D9_CUPNH,Metal-dependent amidase/aminoacylase/carboxypeptidase,H16_B1753,391
H16_B1754,6,4,NC_008314.1,1992952,1993950,-,gene,0.6045286802630121,0.39021185047766443,331.3333333333333,non-essential,Q0K0D8,Q0K0D8_CUPNH,Probable extra-cytoplasmic solute receptor,H16_B1754,332
H16_B1755,11,8,NC_008314.1,1994065,1994976,+,gene,1.2990471489162698,0.9379933247546202,338,non-essential,Q0K0D7,Q0K0D7_CUPNH,"Transcriptional regulator, LysR-family",H16_B1755,289
H16_B1756,15,11,NC_008314.1,1995149,1995952,+,gene,1.9910799617712647,0.9981214411770323,343.4,non-essential,Q0K0D6,Q0K0D6_CUPNH,Biotin apo-protein ligase (EC 6.2.1.11),H16_B1756,267
H16_B1757,23,18,NC_008314.1,1995992,1997722,-,gene,1.5123000403280011,0.9960316308490476,344.95652173913044,non-essential,Q0K0D5,Q0K0D5_CUPNH,"Acetyl/propionyl-CoA carboxylase, alpha subunit (EC 6.3.4.14)",H16_B1757,576
H16_B1759,9,9,NC_008314.1,1999421,2000233,-,gene,1.5924919313742145,0.9856448983094586,338.55555555555554,non-essential,Q0K0D3,Y5759_CUPNH,Putative hydro-lyase H16_B1759 (EC 4.2.1.-),H16_B1759,270
H16_B1760,14,11,NC_008314.1,2000262,2001515,-,gene,1.6689982065855635,0.9925413118701871,263.35714285714283,non-essential,Q0K0D2,Q0K0D2_CUPNH,"MFS transporter, AAHS family",H16_B1760,417
H16_B1761,11,8,NC_008314.1,2001851,2002519,+,gene,2.2768151909109537,0.9976630335467707,263,non-essential,Q0K0D1,Q0K0D1_CUPNH,"Transcriptonal regulator, GntR-family",H16_B1761,222
H16_B1762,3,3,NC_008314.1,2002628,2003527,-,gene,0.641738684007872,0.48475924255063363,260,non-essential,Q0K0D0,Q0K0D0_CUPNH,Uncharacterized protein,H16_B1762,298
H16_B1763,21,19,NC_008314.1,2003792,2004916,+,gene,3.1894178473108172,0.9999998994277568,264.3333333333333,non-essential,Q0K0C9,Q0K0C9_CUPNH,2-Nitropropane dioxygenase (EC 1.13.11.32),H16_B1763,374
H16_B1764,3,3,NC_008314.1,2005000,2005596,+,gene,0.9461573396578694,0.7502107043489616,266.3333333333333,non-essential,Q0K0C8,Q0K0C8_CUPNH,Transcriptional regulator,H16_B1764,198
H16_B1765,17,13,NC_008314.1,2005626,2007005,-,gene,1.8059618969823765,0.9976826752766997,262.11764705882354,non-essential,Q0K0C7,Q0K0C7_CUPNH,Dihydrolipoamide dehydrogenase (E3),H16_B1765,459
H16_B1766,5,3,NC_008314.1,2007074,2007991,-,gene,0.6389721919302072,0.47832402590940093,256.6,non-essential,Q0K0C6,Q0K0C6_CUPNH,"Transcriptional regulator, LysR-family",H16_B1766,305
H16_B1767,3,2,NC_008314.1,2008105,2008854,+,gene,0.5135051864023826,0.3962957901587567,260,non-essential,Q0K0C5,Q0K0C5_CUPNH,Putative oxidoreductase (EC 1.-.-.-),H16_B1767,249
H16_B1768,3,2,NC_008314.1,2008928,2009269,+,gene,1.1150385245810244,0.8253753947712614,262.6666666666667,non-essential,Q0K0C4,Q0K0C4_CUPNH,Uncharacterized protein,H16_B1768,113
H16_B1770,0,0,NC_008314.1,2010308,2010781,NA,gene,0,0.1376886552180669,261,ambiguous,NA,NA,NA,NA,NA
H16_B1772,1,1,NC_008314.1,2012151,2012639,-,gene,0.3955946578897399,0.39893865959209995,259,non-essential,Q0K0C0,Q0K0C0_CUPNH,Putative transcriptional regulator,H16_B1772,162
H16_B1774,5,5,NC_008314.1,2013742,2014176,-,gene,2.2327010324009575,0.990125028605152,257.8,non-essential,Q0K0B8,Q0K0B8_CUPNH,"Transcriptional regulator, MarR-family",H16_B1774,161
H16_B1775,11,9,NC_008314.1,2014273,2015232,-,gene,1.825831869286668,0.9930631063752174,257.45454545454544,non-essential,Q0K0B7,Q0K0B7_CUPNH,"Transcriptional regulator, AraC-family",H16_B1775,319
H16_B1776,3,2,NC_008314.1,2015356,2015745,+,gene,0.9887284951552303,0.7789450806783941,260,non-essential,Q0K0B6,Q0K0B6_CUPNH,Uncharacterized protein,H16_B1776,129
H16_B1777,7,6,NC_008314.1,2015817,2016638,+,gene,1.405415534526375,0.9422773844088163,260.14285714285717,non-essential,Q0K0B5,Q0K0B5_CUPNH,Uncharacterized protein,H16_B1777,273
H16_B1778,6,5,NC_008314.1,2016672,2017991,+,gene,0.7165905698956753,0.5156758174514672,264.5,non-essential,Q0K0B4,Q0K0B4_CUPNH,Putative peptidase (EC 3.-.-.-),H16_B1778,439
H16_B1779,8,7,NC_008314.1,2018200,2019252,-,gene,1.2531103567801058,0.9170129246875244,265.75,non-essential,Q0K0B3,Q0K0B3_CUPNH,"Putative peptidase, S33 family (EC 3.-.-.-)",H16_B1779,350
H16_B1780,12,11,NC_008314.1,2019616,2021214,-,gene,1.3061915163282367,0.9602379176585714,263.3333333333333,non-essential,Q0K0B2,Q0K0B2_CUPNH,"MFS transporter, DHA2 family",H16_B1780,532
H16_B1781,7,5,NC_008314.1,2021214,2022320,-,gene,0.856211299249274,0.6738612838677382,264,non-essential,Q0K0B1,Q0K0B1_CUPNH,Multidrug resistance efflux pump,H16_B1781,368
H16_B1782,1,1,NC_008314.1,2022405,2022893,-,gene,0.39106494806657494,0.3926946131951434,262,non-essential,Q0K0B0,Q0K0B0_CUPNH,Putative transcriptional regulator,H16_B1782,162
H16_B1783,9,9,NC_008314.1,2023016,2024494,+,gene,1.1665344594279314,0.9062498496410389,261,non-essential,Q0K0A9,Q0K0A9_CUPNH,Outer membrane protein,H16_B1783,492
H16_B1784,16,12,NC_008314.1,2024511,2025782,-,gene,1.808694393951726,0.9970140930275732,261.3125,non-essential,NA,NA,NA,NA,NA
H16_B1785,9,4,NC_008314.1,2025812,2026555,-,gene,1.0313371802210156,0.7986452219214089,261,non-essential,Q0K0A7,Q0K0A7_CUPNH,"Response regulator, OmpR-family",H16_B1785,247
H16_B1786,3,3,NC_008314.1,2026703,2027413,-,gene,0.8125677139761647,0.6576881840663866,259.6666666666667,non-essential,Q0K0A6,Q0K0A6_CUPNH,Uncharacterized protein,H16_B1786,236
H16_B1787,14,10,NC_008314.1,2027703,2028614,+,gene,2.0789675015800153,0.9980610427107999,263.7857142857143,non-essential,Q0K0A5,Q0K0A5_CUPNH,Transcriptional regulator,H16_B1787,339
H16_B1788,4,4,NC_008314.1,2028630,2029094,-,gene,1.6358103785991553,0.9521852441849855,263.25,non-essential,Q0K0A4,Q0K0A4_CUPNH,"Putative translation initiation inhibitor (Endoribonuclease), YjgF-family (EC 3.1.-.-)",H16_B1788,154
H16_B1789,11,9,NC_008314.1,2029244,2030194,-,gene,1.8288965657386713,0.9931363640453805,258.8181818181818,non-essential,Q0K0A3,Q0K0A3_CUPNH,"Transcriptional regulator, AraC-family",H16_B1789,316
H16_B1790,5,5,NC_008314.1,2030364,2031167,+,gene,1.2161425902864258,0.8855125389989995,256.2,non-essential,Q0K0A2,Q0K0A2_CUPNH,Short-chain dehydrogenase of various substrates pecificities,H16_B1790,267
H16_B1792,10,5,NC_008314.1,2031804,2032838,-,gene,0.9444511605415861,0.7456784381397603,256.6,non-essential,NA,NA,NA,NA,NA
H16_B1793,2,2,NC_008314.1,2032931,2033914,NA,gene,0.3942999992114,0.2274345411414591,258,non-essential,Q0K099,Q0K099_CUPNH,Probable extra-cytoplasmic solute receptor,H16_B1793,327
H16_B1794,4,4,NC_008314.1,2034002,2035105,-,gene,0.7000913619227309,0.5177580696954278,259.25,non-essential,Q0K098,Q0K098_CUPNH,Outer membrane protein (Porin),H16_B1794,367
H16_B1795,3,2,NC_008314.1,2035191,2035532,-,gene,1.1279043537108053,0.8293835180516531,260.3333333333333,non-essential,Q0K097,Q0K097_CUPNH,Uncharacterized protein,H16_B1795,113
H16_B1796,4,3,NC_008314.1,2035529,2036506,-,gene,0.5837688897883254,0.41038704045089114,262.75,non-essential,Q0K096,Q0K096_CUPNH,"NADPH:quinone reductase Zn-dependent oxidoreductase",H16_B1796,325
H16_B1797,5,3,NC_008314.1,2036548,2037432,-,gene,0.6476460225898933,0.4919101963846625,262.4,non-essential,Q0K095,Q0K095_CUPNH,Uncharacterized protein,H16_B1797,294
H16_B1798,3,3,NC_008314.1,2037484,2038233,-,gene,0.761471569189845,0.6130642751111026,263,non-essential,Q0K094,Q0K094_CUPNH,Short chain dehydrogenase (EC 1.-.-.-),H16_B1798,238
H16_B1799,4,1,NC_008314.1,2038276,2039211,-,gene,0.20333055448242207,0.09480598265082968,263,ambiguous,Q0K093,Q0K093_CUPNH,"Protocatechuate 3,4-dioxygenase beta subunit like protein (EC 1.13.11.3)",H16_B1799,311
H16_B1800,1,1,NC_008314.1,2039626,2039937,NA,gene,0.6112992554375068,0.623476190790808,263,non-essential,Q0K092,Q0K092_CUPNH,Uncharacterized protein,H16_B1800,103
H16_B1801,0,0,NC_008314.1,2039971,2040390,NA,gene,0,0.17048829542090238,263,ambiguous,Q0K091,Q0K091_CUPNH,Organic hydroperoxide resistance protein,H16_B1801,139
H16_B1802,5,4,NC_008314.1,2040450,2040965,+,gene,1.4879291745712904,0.9335284076186398,261.2,non-essential,Q0K090,Q0K090_CUPNH,Uncharacterized protein,H16_B1802,171
H16_B1803,2,1,NC_008314.1,2041044,2041439,-,gene,0.482219953288042,0.5064265106886177,262.5,non-essential,NA,NA,NA,NA,NA
H16_B1804,1,1,NC_008314.1,2041551,2042483,-,gene,0.20398505197539124,0.09577862879212329,263,ambiguous,Q0K088,Q0K088_CUPNH,Transcriptional regulator,H16_B1804,310
H16_B1805,8,7,NC_008314.1,2042546,2043289,+,gene,1.794533204362633,0.9860003370558679,262.5,non-essential,Q0K087,Q0K087_CUPNH,Dehydrogenase,H16_B1805,247
H16_B1806,17,17,NC_008314.1,2043419,2044474,+,gene,3.0869241524577364,0.9999993164982564,260.7647058823529,non-essential,Q0K086,Q0K086_CUPNH,"Transcriptional regulator, LacI-family",H16_B1806,351
H16_B1807,7,4,NC_008314.1,2044720,2045523,+,gene,0.9542758716117242,0.753593445289954,261.2857142857143,non-essential,Q0K085,Q0K085_CUPNH,"ABC-type transporter, periplasmic component: PAAT family",H16_B1807,267
H16_B1808,4,4,NC_008314.1,2045578,2046336,+,gene,1.0070696287941348,0.785495542175628,262,non-essential,Q0K084,Q0K084_CUPNH,"ABC-type transporter, permease component",H16_B1808,252
H16_B1809,3,3,NC_008314.1,2046333,2046983,NA,gene,0.880798590722255,0.7089383073537211,262,non-essential,Q0K083,Q0K083_CUPNH,"ABC-type transporter, permease component: PAAT family",H16_B1809,216
H16_B1811,2,1,NC_008314.1,2047701,2048489,+,gene,0.24218235362498547,0.1564276878703261,262,ambiguous,Q0K081,Q0K081_CUPNH,Uncharacterized protein,H16_B1811,262
H16_B1812,3,2,NC_008314.1,2048486,2049430,+,gene,0.4020211947404704,0.23771993236117048,263.5,non-essential,Q0K080,Q0K080_CUPNH,Putative 2-Ketogluconate kinase (EC 2.7.1.13),kguK H16_B1812,314
H16_B1814,5,4,NC_008314.1,2050456,2051418,-,gene,0.7845290864158789,0.6133143036284102,265,non-essential,Q0K078,Q0K078_CUPNH,Probable extra-cytoplasmic solute receptor,H16_B1814,320
H16_B1815,6,4,NC_008314.1,2051845,2052345,-,gene,1.5065966803801958,0.9366345274181751,265.3333333333333,non-essential,Q0K077,Q0K077_CUPNH,Uncharacterized protein,H16_B1815,170
H16_B1816,7,6,NC_008314.1,2052570,2053472,-,gene,1.2550725850311677,0.9083038240275982,264.85714285714283,non-essential,Q0K076,Q0K076_CUPNH,"Transcriptional regulator, LysR-family",H16_B1816,300
H16_B1818,1,1,NC_008314.1,2054902,2055582,+,gene,0.2785204991087344,0.21738617490893938,264,non-essential,Q0K074,Q0K074_CUPNH,Demethylmenaquinone methyltransferase,menG3 H16_B1818,226
H16_B1820,5,5,NC_008314.1,2056732,2057736,+,gene,0.9291193435214365,0.7367495723969515,268,non-essential,Q0K072,Q0K072_CUPNH,Probable extra-cytoplasmic solute receptor,H16_B1820,334
H16_B1821,6,5,NC_008314.1,2058254,2059258,-,gene,0.9325991912499814,0.7394377271199069,267.1666666666667,non-essential,Q0K071,Q0K071_CUPNH,Probable extra-cytoplasmic solute receptor,H16_B1821,334
H16_B1822,9,7,NC_008314.1,2059741,2060736,+,gene,1.3125328133203331,0.9329600997613192,268.22222222222223,non-essential,Q0K070,Q0K070_CUPNH,Probable extra-cytoplasmic solute receptor,H16_B1822,331
H16_B1823,11,9,NC_008314.1,2060775,2062130,+,gene,1.2345848365546852,0.9293472761249995,268.72727272727275,non-essential,Q0K069,Q0K069_CUPNH,Uncharacterized protein,H16_B1823,451
H16_B1824,5,4,NC_008314.1,2062140,2062490,+,gene,2.1008403361344534,0.9806501275781474,272,non-essential,Q0K068,Q0K068_CUPNH,Uncharacterized protein,H16_B1824,116
H16_B1825,7,5,NC_008314.1,2062508,2063326,-,gene,1.1194998970060097,0.8473059604552085,273.85714285714283,non-essential,Q0K067,Q0K067_CUPNH,"Transcriptional regulator, IclR-family",H16_B1825,272
H16_B1827,17,11,NC_008314.1,2064789,2066222,+,gene,1.3806121885464413,0.9710167316949158,278.52941176470586,non-essential,Q0K065,Q0K065_CUPNH,FAD/FMN-containing dehydrogenase,H16_B1827,477
H16_B1828,11,10,NC_008314.1,2066242,2067327,+,gene,1.6458196181698486,0.9896131097601024,279.45454545454544,non-essential,Q0K064,Q0K064_CUPNH,"ABC-type transporter, periplasmic component: POPT family",H16_B1828,361
H16_B1830,4,2,NC_008314.1,2068454,2070223,+,gene,0.20481562497439804,0.01491764150701623,276,ambiguous,Q0K062,Q0K062_CUPNH,"ABC-type transporter, duplicated permease domains",H16_B1830,589
H16_B1832,7,7,NC_008314.1,2071163,2072320,+,gene,1.1162600822205282,0.8668283888257072,271.14285714285717,non-essential,Q0K060,Q0K060_CUPNH,L-Mandelate dehydrogenase (EC 1.1.2.-),mdlB H16_B1832,385
H16_B1833,11,11,NC_008314.1,2072358,2073182,+,gene,2.4630100669938737,0.9996935952492785,271.45454545454544,non-essential,Q0K059,Q0K059_CUPNH,"Transcriptional regulator, IclR-family",H16_B1833,274
H16_B1837,11,9,NC_008314.1,2076711,2077883,-,gene,1.386133734182674,0.9620726718344446,276.6363636363636,non-essential,NA,NA,NA,NA,NA
H16_B1838,1,1,NC_008314.1,2077990,2078325,NA,gene,0.535921768122334,0.5607089306323272,278.5,non-essential,Q0K054,Q0K054_CUPNH,Uncharacterized protein,H16_B1838,111
H16_B1839,7,6,NC_008314.1,2078363,2079265,-,gene,1.179412180969005,0.8834409306523432,282,non-essential,Q0K053,Q0K053_CUPNH,Transport system kinase,H16_B1839,300
H16_B1840,5,2,NC_008314.1,2079262,2080389,-,gene,0.31576919797781405,0.1168764284178616,280.8,non-essential,Q0K052,Q0K052_CUPNH,Predicted acyl-CoA transferase/carnitine dehydratase (EC 5.1.99.-),H16_B1840,375
H16_B1844,9,8,NC_008314.1,2083379,2084137,+,gene,1.8779519056516962,0.9920018192364931,281.3333333333333,non-essential,Q0K048,Q0K048_CUPNH,Transcriptional regulator,H16_B1844,252
H16_B1845,9,7,NC_008314.1,2084151,2084768,+,gene,1.997397676170475,0.9921467360284738,283.55555555555554,non-essential,Q0K047,Q0K047_CUPNH,Uracil-dna glycosylase (EC 3.2.2.-),H16_B1845,205
H16_B1846,7,6,NC_008314.1,2084812,2085804,-,gene,1.0686196284053344,0.8336517130942341,283,non-essential,Q0K046,Q0K046_CUPNH,Probable extra-cytoplasmic solute receptor,H16_B1846,330
H16_B1847,15,10,NC_008314.1,2085838,2087337,-,gene,1.1786420629064842,0.9183905204863629,282.73333333333335,non-essential,Q0K045,Q0K045_CUPNH,Microcystinase C (MlrC),H16_B1847,499
H16_B1848,3,3,NC_008314.1,2087364,2088353,-,gene,0.5397450244504496,0.3494132594660261,281,non-essential,Q0K044,Q0K044_CUPNH,Probable extra-cytoplasmic solute receptor,H16_B1848,329
H16_B1849,16,14,NC_008314.1,2088526,2089533,+,gene,2.4348027797565246,0.9999236439253371,284.75,non-essential,Q0K043,Q0K043_CUPNH,"Transcriptional regulator, LysR-family",H16_B1849,335
H16_B1850,6,3,NC_008314.1,2089552,2090376,-,gene,0.6364994229071899,0.4784603538505542,286.1666666666667,non-essential,Q0K042,Q0K042_CUPNH,"Transcriptional regulator, IclR-family",H16_B1850,274
H16_B1851,8,7,NC_008314.1,2090507,2092162,+,gene,0.7407390934183746,0.5167241509255922,285.375,non-essential,Q0K041,Q0K041_CUPNH,Glucose-methanol-choline oxidoreductase,H16_B1851,551
H16_B1852,1,0,NC_008314.1,2092292,2093620,NA,gene,0,0.002393415867706509,281,essential,Q0K040,Q0K040_CUPNH,"MFS transporter, MHS family",H16_B1852,442
H16_B1853,14,10,NC_008314.1,2093689,2094414,+,gene,2.4542888697999756,0.9994769335558027,280.7857142857143,non-essential,Q0K039,Q0K039_CUPNH,"Transcriptional regulator, GntR-family",H16_B1853,241
H16_B1854,8,8,NC_008314.1,2094435,2095103,-,gene,2.142412563505861,0.9964678359267806,279.875,non-essential,Q0K038,Q0K038_CUPNH,Putative hydrolase alpha/beta fold,H16_B1854,222
H16_B1855,21,19,NC_008314.1,2095550,2098003,+,gene,1.3981259225791451,0.9929238951371138,276.95238095238096,non-essential,Q0K037,Q0K037_CUPNH,Small-conductance mechano-sensitive channel,mscS4 H16_B1855,817
H16_B1856,0,0,NC_008314.1,2098119,2098487,NA,gene,0,0.19595090766771509,276,ambiguous,Q0K036,Q0K036_CUPNH,Uncharacterized protein,H16_B1856,122
H16_B1857,19,18,NC_008314.1,2098649,2101765,-,gene,1.0242263676836096,0.7909530796997677,309.63157894736844,non-essential,Q0K035,Q0K035_CUPNH,Cobalt-zinc-cadmium resistance efflux pump,czcB2 H16_B1857,1038
H16_B1858,18,12,NC_008314.1,2101772,2102932,-,gene,1.528042859232268,0.9881557267626218,339.22222222222223,non-essential,Q0K034,Q0K034_CUPNH,Cobalt-zinc-cadmium resistance membrane-fusion protein,czcA2 H16_B1858,386
H16_B1859,15,14,NC_008314.1,2102935,2104389,-,gene,1.4414087917699676,0.9873256867079998,333.8666666666667,non-essential,Q0K033,Q0K033_CUPNH,Cobalt-zinc-cadmium resistance outer membrane porin,czcC2 H16_B1859,455
H16_B1860,3,2,NC_008314.1,2104605,2105009,-,gene,0.7388798581350672,0.6318509831617536,335,non-essential,Q0K032,Q0K032_CUPNH,Hypothetical periplasmic protein,H16_B1860,134
H16_B1861,6,3,NC_008314.1,2105389,2105748,+,gene,1.2472456658213114,0.8710670755760976,335.3333333333333,non-essential,Q0K031,Q0K031_CUPNH,mRNA interferase (EC 3.1.-.-),H16_B1861,119
H16_B1862,13,11,NC_008314.1,2105888,2107510,-,gene,1.0182809196372697,0.841372084821379,331.84615384615387,non-essential,Q0K030,Q0K030_CUPNH,Rhodanese-related sulfurtransferase (EC 2.8.1.-),H16_B1862,540
H16_B1863,3,2,NC_008314.1,2107507,2108124,-,gene,0.48380463968649456,0.3566999111448781,334.6666666666667,non-essential,Q0K029,Q0K029_CUPNH,Cysteine dioxygenase type I (EC 1.13.11.20),cdo H16_B1863,205
